Tanggal,Pelanggan,Deskripsi Barang,Jml,Hrg Satuan,SubTotal,Jenis Barang,Merek Barang,Salesman,Jenis Alat,Transaction_ID
2025-03-01,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0301-7
2025-03-01,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0301-8
2025-03-01,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0301-9
2025-03-01,ONLINE 1,SERKEL MAKITA 165X60T P-67935 WOOD,1,"Rp160,000",160000,ACCESORIS PT,MAKITA,MICHAEL (TOPED),SERKEL,mt-0301-1
2025-03-01,ONLINE 2,"OBENG KRISTAL TEKIRO (+) PH0X100MM (4"") SD-IL0796",1,"Rp19,200",19200,TEKNIK,TEKIRO,NANDO (LAZADA),OBENG KRISTAL,nl-0301-1
2025-03-01,ONLINE 2,TUTUP CB MODERN M2300B (411),2,Rp900,1800,TEKNIK,MODERN,NANDO (SHOPEE 2),TUTUP CB,ns-0301-1
2025-03-01,ONLINE 2,KUNCI RING PAS ATS 14MM,1,"Rp12,550",12550,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING PAS,ns-0301-1
2025-03-01,ONLINE 2,KUNCI RING PAS ATS 19MM,1,"Rp18,000",18000,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING PAS,ns-0301-1
2025-03-01,ONLINE 2,KUNCI RING PAS ATS 19MM,1,"Rp18,000",18000,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING PAS,ns-0301-1
2025-03-01,ONLINE 2,KUNCI RING ATS 10X11MM,2,"Rp11,680",23360,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING,ns-0301-2
2025-03-01,ONLINE 2,OBENG KETOK TEMBUS HIJAU TEKIRO (+) PH2X100MM SD-GT0867,1,"Rp19,600",19600,TEKNIK,TEKIRO,NANDO (SHOPEE),OBENG KETOK TEMBUS HIJAU,ns-0301-3
2025-03-01,ONLINE 2,FEELER GAUGE TEKIRO 13 BLADES AU-FG1292,1,"Rp31,100",31100,TEKNIK,TEKIRO,NANDO (SHOPEE),FEELER GAUGE,ns-0301-3
2025-03-01,ONLINE 2,KUNCI RING ATS 10X12MM,3,"Rp13,100",39300,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING,ns-0301-3
2025-03-01,ONLINE 2,KUNCI RING ATS 12X13MM,3,"Rp13,270",39810,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING,ns-0301-4
2025-03-01,ONLINE 2,"KUNCI BUSI TEKIRO 3/8""X14MM KARET SC-SP1673",1,"Rp32,200",32200,TEKNIK,TEKIRO,NANDO (SHOPEE),KUNCI BUSI,ns-0301-5
2025-03-01,ONLINE 2,"GAGANG KUNCI SOCK L TEKIRO 1/2""X10"" SC-OH0574",1,"Rp62,425",62425,TEKNIK,TEKIRO,NANDO (SHOPEE),GAGANG KUNCI SOCK L,ns-0301-5
2025-03-01,ONLINE 2,"EXT SOCK TEKIRO 1/2""X5"" SC-EB0584",2,"Rp40,975",81950,TEKNIK,TEKIRO,NANDO (SHOPEE),EXT SOCK,ns-0301-5
2025-03-01,ONLINE 2,"TANG LANCIP TEKIRO 6"" HITAM PL-LN0760",1,"Rp47,800",47800,TEKNIK,TEKIRO,NANDO (SHOPEE),TANG LANCIP,ns-0301-6
2025-03-01,ONLINE 2,KUNCI RING PAS ATS 14MM,5,"Rp12,550",62750,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING PAS,ns-0301-6
2025-03-01,ONLINE 2,KUNCI RING PAS ATS 24MM,2,"Rp30,900",61800,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING PAS,ns-0301-6
2025-03-01,ONLINE 2,"SOCK DR 1/2"" TEKIRO 6PT 32MM SC-SC0397",2,"Rp55,815",111630,TEKNIK,TEKIRO,NANDO (SHOPEE),"SOCK DR 1/2""",ns-0301-6
2025-03-01,ONLINE 2,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0301-6
2025-03-01,ONLINE 2,"DEEP SOCK TEKIRO DR 1/2"" 6PT 21MM SC-DW0499",3,"Rp42,600",127800,TEKNIK,TEKIRO,NANDO (SHOPEE),DEEP SOCK,ns-0301-6
2025-03-01,ONLINE 2,GREASE GUN TEKIRO 500CC AU-GG1015,1,"Rp174,500",174500,TEKNIK,TEKIRO,NANDO (SHOPEE),GREASE GUN,ns-0301-6
2025-03-01,ONLINE 2,PLANER MODERN M2920,1,"Rp380,000",380000,POWER TOOLS PT,MODERN,NANDO (SHOPEE),PLANER,ns-0301-6
2025-03-01,ONLINE 2,PLANER MODERN M2920,1,"Rp380,000",380000,POWER TOOLS PT,MODERN,NANDO (SHOPEE),PLANER,ns-0301-6
2025-03-01,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0301-6
2025-03-01,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0301-6
2025-03-01,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0301-6
2025-03-01,ONLINE 2,ACCU SPRAYER KANEDA 9A,1,"Rp189,550",189550,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0301-7
2025-03-01,ONLINE 2,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,NANDO (SHOPEE),DRILL,ns-0301-7
2025-03-01,ONLINE 2,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,NANDO (SHOPEE),DRILL,ns-0301-8
2025-03-01,ONLINE 2,IMPACT DRILL MODERN M2150 13M,1,"Rp319,800",319800,POWER TOOLS PT,MODERN,NANDO (SHOPEE),IMPACT DRILL,ns-0301-8
2025-03-01,ONLINE 2,TRIMMER RYU RTR6-1,1,"Rp375,400",375400,POWER TOOLS,RYU,NANDO (SHOPEE),TRIMMER,ns-0301-8
2025-03-01,ONLINE 2,ORBITAL SANDER DCA 110X110MM (ASB100),1,"Rp350,000",350000,POWER TOOLS,DCA,NANDO (SHOPEE),ORBITAL SANDER,ns-0301-8
2025-03-01,ONLINE 2,CIRCULAR SAW DONGCHENG DMY02-185SH,1,"Rp575,000",575000,POWER TOOLS,DONGCHENG,NANDO (SHOPEE),CIRCULAR SAW,ns-0301-8
2025-03-01,ONLINE 2,CIRCULAR SAW DONGCHENG DMY02-185SH,1,"Rp575,000",575000,POWER TOOLS,DONGCHENG,NANDO (SHOPEE),CIRCULAR SAW,ns-0301-9
2025-03-01,ONLINE 2,CIRCULAR SAW DONGCHENG DMY02-185SH,1,"Rp575,000",575000,POWER TOOLS,DONGCHENG,NANDO (SHOPEE),CIRCULAR SAW,ns-0301-9
2025-03-01,ONLINE 2,INVERTER RYU RII 120-2,1,"Rp573,400",573400,POWER TOOLS,RYU,NANDO (SHOPEE),INVERTER,ns-0301-9
2025-03-01,ONLINE 2,TRIMMER DCA 6MM (AMP04-6),1,"Rp410,000",410000,POWER TOOLS,DCA,NANDO (SHOPEE),TRIMMER,ns-0301-9
2025-03-01,ONLINE 2,C.LESS IMPACT WRENCH MODERN M-65,1,"Rp1,125,000",1125000,POWER TOOLS,MODERN,NANDO (SHOPEE),C.LESS IMPACT WRENCH,ns-0301-9
2025-03-01,ONLINE 2,"BATU SLEP CUMET 4""X6X16**",1,"Rp4,581",4581,ACCESORIS PT,CUMET,NANDO (TIKTOK),BATU SLEP,nt-0301-1
2025-03-01,ONLINE 2,"BATU POTONG WD 4""X1,2",1,"Rp2,800",2800,ACCESORIS PT,WD,NANDO (TIKTOK),BATU POTONG,nt-0301-2
2025-03-01,ONLINE 2,"BATU POTONG WD 4""X1,2",4,"Rp2,800",11200,ACCESORIS PT,WD,NANDO (TIKTOK),BATU POTONG,nt-0301-2
2025-03-01,ONLINE 2,"BATU POTONG WD 4""X1,2",10,"Rp2,800",28000,ACCESORIS PT,WD,NANDO (TIKTOK),BATU POTONG,nt-0301-3
2025-03-01,ONLINE 2,REXCO 70 MULTIPURPOSE DEGREASER 220ML,1,"Rp29,500",29500,LUBRICANT,REXCO,NANDO (TIKTOK),,nt-0301-4
2025-03-01,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0301-4
2025-03-01,ONLINE 2,JIG SAW MODERN M2200 (V),1,"Rp279,000",279000,POWER TOOLS PT,MODERN,NANDO (TIKTOK),JIG SAW,nt-0301-4
2025-03-01,ONLINE 2,JIG SAW MODERN M2200 (V),1,"Rp279,000",279000,POWER TOOLS PT,MODERN,NANDO (TIKTOK),JIG SAW,nt-0301-4
2025-03-01,ONLINE 2,GERINDA MODERN SIM100B,1,"Rp257,500",257500,POWER TOOLS PT,MODERN,NANDO (TIKTOK),GERINDA,nt-0301-4
2025-03-01,ONLINE 2,GERINDA MODERN M2350B,1,"Rp272,500",272500,POWER TOOLS PT,MODERN,NANDO (TIKTOK),GERINDA,nt-0301-4
2025-03-01,ONLINE 2,DRILL MODERN M2100C,1,"Rp273,000",273000,POWER TOOLS,MODERN,NANDO (TIKTOK),DRILL,nt-0301-4
2025-03-01,ONLINE 2,ACCU SPRAYER TOKUDA 12A,2,"Rp182,500",365000,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0301-5
2025-03-01,ONLINE 2,PLANER MODERN M 2900,1,"Rp421,500",421500,POWER TOOLS PT,MODERN,NANDO (TIKTOK),PLANER,nt-0301-5
2025-03-01,ONLINE 2,C.LESS IMPACT WRENCH MODERN M-65,1,"Rp1,231,500",1231500,POWER TOOLS,MODERN,NANDO (TIKTOK),C.LESS IMPACT WRENCH,nt-0301-5
2025-03-01,ONLINE 2,"SOCK DR 1/2"" TEKIRO 6PT 12MM SC-SC0378",1,"Rp14,335",14335,TEKNIK,TEKIRO,NANDO (TOPED),"SOCK DR 1/2""",nt-0301-1
2025-03-01,ONLINE 2,JIG SAW MAKITA 4327 M,1,"Rp1,092,500",1092500,POWER TOOLS,MAKITA,NANDO (TOPED),JIG SAW,nt-0301-1
2025-03-03,ONLINE 3,CARBON BRUSH MODERN CB 64,1,"Rp1,600",1600,SPARE PART PT,MODERN,AHEN (SHOPEE 2),CARBON BRUSH,as-0303-1
2025-03-03,ONLINE 3,KUNCI RING PAS JETJO 12MM 300107,1,"Rp14,100",14100,TEKNIK,JETJO,AHEN (SHOPEE 2),KUNCI RING PAS,as-0303-1
2025-03-03,ONLINE 3,ARMATURE MODERN M 2300B/SIM100,1,"Rp90,000",90000,SPARE PART PT,MODERN,AHEN (SHOPEE 2),ARMATURE,as-0303-2
2025-03-03,ONLINE 3,GERINDA MODERN SIM100B,1,"Rp240,000",240000,POWER TOOLS PT,MODERN,AHEN (SHOPEE 2),GERINDA,as-0303-2
2025-03-03,ONLINE 3,GERINDA MODERN SIM100B,1,"Rp240,000",240000,POWER TOOLS PT,MODERN,AHEN (SHOPEE 2),GERINDA,as-0303-2
2025-03-03,ONLINE 3,GERINDA MODERN SIM100B,1,"Rp240,000",240000,POWER TOOLS PT,MODERN,AHEN (SHOPEE 2),GERINDA,as-0303-2
2025-03-03,ONLINE 3,GERINDA MODERN SIM100B,1,"Rp240,000",240000,POWER TOOLS PT,MODERN,AHEN (SHOPEE 2),GERINDA,as-0303-2
2025-03-03,ONLINE 3,GERINDA MODERN SIM100B,1,"Rp240,000",240000,POWER TOOLS PT,MODERN,AHEN (SHOPEE 2),GERINDA,as-0303-3
2025-03-03,ONLINE 3,GERINDA MODERN SIM100B,1,"Rp240,000",240000,POWER TOOLS PT,MODERN,AHEN (SHOPEE 2),GERINDA,as-0303-4
2025-03-03,ONLINE 3,GERINDA MODERN SIM100B,1,"Rp240,000",240000,POWER TOOLS PT,MODERN,AHEN (SHOPEE 2),GERINDA,as-0303-5
2025-03-03,ONLINE 3,GERINDA MODERN SIM100B,1,"Rp240,000",240000,POWER TOOLS PT,MODERN,AHEN (SHOPEE 2),GERINDA,as-0303-6
2025-03-03,ONLINE 3,TRIMMER MODERN M2700,1,"Rp342,500",342500,POWER TOOLS PT,MODERN,AHEN (SHOPEE 2),TRIMMER,as-0303-7
2025-03-03,ONLINE 3,C.LESS DRILL MODERN M-12V,1,"Rp377,400",377400,POWER TOOLS,MODERN,AHEN (SHOPEE 2),C.LESS DRILL,as-0303-8
2025-03-03,ONLINE 3,C.LESS DRILL MODERN M-12V,1,"Rp377,400",377400,POWER TOOLS,MODERN,AHEN (SHOPEE 2),C.LESS DRILL,as-0303-9
2025-03-03,ONLINE 3,C.LESS DRILL MODERN M-13 SET,1,"Rp382,500",382500,POWER TOOLS,MODERN,AHEN (SHOPEE 2),C.LESS DRILL,as-0303-9
2025-03-03,ONLINE 3,CIRCULAR SAW DONGCHENG DMY02-185SH,1,"Rp586,500",586500,POWER TOOLS,DONGCHENG,AHEN (SHOPEE 2),CIRCULAR SAW,as-0303-9
2025-03-03,ONLINE 3,"BATU SLEP CUMET 4""X6X16**",6,"Rp4,851",29106,ACCESORIS PT,CUMET,AHEN (SHOPEE),BATU SLEP,as-0303-1
2025-03-03,ONLINE 3,QUICK COUPLING TEKIRO SF 20 (2 TOUCH) AT-QC1086,1,"Rp14,575",14575,TEKNIK,TEKIRO,AHEN (SHOPEE),QUICK COUPLING,as-0303-1
2025-03-03,ONLINE 3,KUNCI L PANJANG JETJO 6MM 601270,1,"Rp6,750",6750,TEKNIK,JETJO,AHEN (SHOPEE),KUNCI L PANJANG,as-0303-1
2025-03-03,ONLINE 3,OBENG KRISTAL TEKIRO (-) 3.2X100MM SD-IL0823,1,"Rp18,000",18000,TEKNIK,TEKIRO,AHEN (SHOPEE),OBENG KRISTAL,as-0303-1
2025-03-03,ONLINE 3,"TANG LANCIP JETJO 6"" 400860",1,"Rp27,500",27500,TEKNIK,JETJO,AHEN (SHOPEE),TANG LANCIP,as-0303-1
2025-03-03,ONLINE 3,"TANG LANCIP JETJO 6"" 400860",1,"Rp27,500",27500,TEKNIK,JETJO,AHEN (SHOPEE),TANG LANCIP,as-0303-1
2025-03-03,ONLINE 3,HAND TAP L TEKIRO M3X0.5 (3PCS) GT-HT1852,2,"Rp20,740",41480,TEKNIK,TEKIRO,AHEN (SHOPEE),HAND TAP L,as-0303-1
2025-03-03,ONLINE 3,QUICK COUPLING PLUG TEKIRO PF 20 AT-QC1098,4,"Rp7,600",30400,TEKNIK,TEKIRO,AHEN (SHOPEE),QUICK COUPLING PLUG,as-0303-1
2025-03-03,ONLINE 3,"BATU POTONG WD 4""X1,2",20,"Rp2,800",56000,ACCESORIS PT,WD,AHEN (SHOPEE),BATU POTONG,as-0303-2
2025-03-03,ONLINE 3,OBENG BOLAK BALIK TEKIRO 125MM SD-TW2247,1,"Rp38,600",38600,TEKNIK,TEKIRO,AHEN (SHOPEE),OBENG BOLAK BALIK,as-0303-3
2025-03-03,ONLINE 3,"BATU GERINDA MODERN 6""X17 GC100",1,"Rp55,000",55000,ACCESORIS PT,MODERN,AHEN (SHOPEE),BATU GERINDA,as-0303-4
2025-03-03,ONLINE 3,MATA JIGSAW MAKITA MT 431 (D-34883) (5PCS/PACK),5,"Rp7,800",39000,ACCESORIS PT,MAKITA,AHEN (SHOPEE),MATA JIGSAW,as-0303-5
2025-03-03,ONLINE 3,DIE GRINDER MODERN M2310,1,"Rp359,000",359000,POWER TOOLS,MODERN,AHEN (SHOPEE),DIE GRINDER,as-0303-6
2025-03-03,ONLINE 3,STATOR MODERN M2130 BOR,1,"Rp73,300",73300,SPARE PART PT,MODERN,AHEN (SHOPEE),STATOR,as-0303-6
2025-03-03,ONLINE 3,"GERINDA DUDUK TIGER 6""",1,"Rp309,750",309750,POWER TOOLS PT,TIGER,AHEN (SHOPEE),GERINDA DUDUK,as-0303-6
2025-03-03,ONLINE 3,"GERINDA DUDUK TIGER 6""",1,"Rp309,750",309750,POWER TOOLS PT,TIGER,AHEN (SHOPEE),GERINDA DUDUK,as-0303-6
2025-03-03,ONLINE 3,MATA JIGSAW MAKITA T 101B (D-72718),5,"Rp11,600",58000,TEKNIK,MAKITA,AHEN (SHOPEE),MATA JIGSAW,as-0303-7
2025-03-03,ONLINE 3,MATA BOR KERAMIK HEX-9 BOSCH 6X90MM (2608900590),1,"Rp55,000",55000,ACCESORIS PT,BOSCH,AHEN (SHOPEE),MATA BOR KERAMIK HEX-9,as-0303-8
2025-03-03,ONLINE 3,ARMATURE DONG CHENG DSM03-100A (GWS 6-100),1,"Rp90,000",90000,SPARE PART PT,DONGCHENG,AHEN (SHOPEE),ARMATURE,as-0303-9
2025-03-03,ONLINE 3,"BATU POTONG WD 14""X3",4,"Rp34,500",138000,ACCESORIS PT,WD,AHEN (SHOPEE),BATU POTONG,as-0303-10
2025-03-03,ONLINE 3,ARMATURE DONGCHENG MT954,1,"Rp98,000",98000,SPARE PART PT,DONGCHENG,AHEN (SHOPEE),ARMATURE,as-0303-10
2025-03-03,ONLINE 3,RANTAI OREGON POTONG 070 59AC-52,1,"Rp260,000",260000,ACCESORIS CHAINSAW,OREGON,AHEN (SHOPEE),RANTAI,as-0303-10
2025-03-03,ONLINE 3,CHARGER MODERN DC-20V 1.5A,1,"Rp80,000",80000,ACCESORIS PT,MODERN,AHEN (SHOPEE),CHARGER,as-0303-10
2025-03-03,ONLINE 3,C.LESS IMPACT DRIVER DONG CHENG DCJZ1202I,1,"Rp395,000",395000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS IMPACT DRIVER,as-0303-11
2025-03-03,ONLINE 3,C.LESS IMPACT DRIVER DONG CHENG DCJZ1202I,1,"Rp395,000",395000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS IMPACT DRIVER,as-0303-12
2025-03-03,ONLINE 3,C.LESS IMPACT DRIVER DONG CHENG DCJZ1202I,1,"Rp395,000",395000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS IMPACT DRIVER,as-0303-12
2025-03-03,ONLINE 3,C.LESS IMPACT DRIVER DONG CHENG DCJZ1202I,1,"Rp395,000",395000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS IMPACT DRIVER,as-0303-13
2025-03-03,ONLINE 3,C.LESS IMPACT DRIVER DONG CHENG DCJZ1202I,1,"Rp395,000",395000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS IMPACT DRIVER,as-0303-13
2025-03-03,ONLINE 3,C.LESS IMPACT DRIVER DONG CHENG DCJZ1202I,1,"Rp395,000",395000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS IMPACT DRIVER,as-0303-13
2025-03-03,ONLINE 3,GERINDA DONG CHENG DSM03-100,1,"Rp248,000",248000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),GERINDA,as-0303-13
2025-03-03,ONLINE 3,GERINDA DONG CHENG DSM03-100,1,"Rp248,000",248000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),GERINDA,as-0303-14
2025-03-03,ONLINE 3,GERINDA DONG CHENG DSM03-100,1,"Rp248,000",248000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),GERINDA,as-0303-15
2025-03-03,ONLINE 3,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,AHEN (SHOPEE),GERINDA,as-0303-15
2025-03-03,ONLINE 3,INVERTER RHINO 120A 450W,1,"Rp480,700",480700,POWER TOOLS,RHINO,AHEN (SHOPEE),INVERTER,as-0303-15
2025-03-03,ONLINE 3,INVERTER RHINO 120A 450W,1,"Rp480,700",480700,POWER TOOLS,RHINO,AHEN (SHOPEE),INVERTER,as-0303-15
2025-03-03,ONLINE 3,INVERTER RHINO 120A 450W,1,"Rp480,700",480700,POWER TOOLS,RHINO,AHEN (SHOPEE),INVERTER,as-0303-15
2025-03-03,ONLINE 3,CIRCULAR SAW DONGCHENG DMY02-185SH,1,"Rp586,500",586500,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),CIRCULAR SAW,as-0303-15
2025-03-03,ONLINE 3,CIRCULAR SAW DONGCHENG DMY02-185SH,1,"Rp586,500",586500,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),CIRCULAR SAW,as-0303-15
2025-03-03,ONLINE 3,CIRCULAR SAW DONGCHENG DMY02-185SH,1,"Rp586,500",586500,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),CIRCULAR SAW,as-0303-15
2025-03-03,ONLINE 3,CIRCULAR SAW DONGCHENG DMY02-185SH,1,"Rp586,500",586500,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),CIRCULAR SAW,as-0303-15
2025-03-03,ONLINE 3,CIRCULAR SAW DONGCHENG DMY02-185SH,1,"Rp586,500",586500,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),CIRCULAR SAW,as-0303-15
2025-03-03,ONLINE 3,JET CLEANER RYU RPW 70,1,"Rp843,100",843100,POWER TOOLS,RYU,AHEN (SHOPEE),JET CLEANER,as-0303-15
2025-03-03,ONLINE 3,BOR DUDUK MODERN 13MM,1,"Rp1,203,600",1203600,POWER TOOLS,MODERN,AHEN (SHOPEE),BOR DUDUK,as-0303-15
2025-03-03,ONLINE 3,CARBON BRUSH MAKITA CB 430 (195018-5),6,"Rp79,400",476400,SPARE PART PT,MAKITA,AHEN (SHOPEE),CARBON BRUSH,as-0303-15
2025-03-03,ONLINE 3,SPRAYER MANUAL KANEDA 8L,10,"Rp105,000",1050000,MESIN,KANEDA,AHEN (SHOPEE),SPRAYER MANUAL,as-0303-15
2025-03-03,ONLINE 3,CIRCULAR SAW MAKITA 5800 NB,1,"Rp3,595,500",3595500,POWER TOOLS,MAKITA,AHEN (SHOPEE),CIRCULAR SAW,as-0303-16
2025-03-03,ONLINE 3,"SOCK DR 1/2"" TEKIRO 6PT 10MM SC-SC0376",1,"Rp14,575",14575,TEKNIK,TEKIRO,AHEN (TOPED),"SOCK DR 1/2""",at-0303-1
2025-03-03,ONLINE 3,"SOCK DR 1/2"" TEKIRO 6PT 12MM SC-SC0378",1,"Rp14,575",14575,TEKNIK,TEKIRO,AHEN (TOPED),"SOCK DR 1/2""",at-0303-1
2025-03-03,ONLINE 3,"SOCK DR 1/2"" TEKIRO 6PT 08MM SC-SC0374",1,"Rp14,575",14575,TEKNIK,TEKIRO,AHEN (TOPED),"SOCK DR 1/2""",at-0303-2
2025-03-03,ONLINE 3,"BATU POTONG WD 4""X1,2",10,"Rp2,800",28000,ACCESORIS PT,WD,AHEN (TOPED),BATU POTONG,at-0303-2
2025-03-03,ONLINE 3,OBENG KETOK TEMBUS HIJAU TEKIRO (+) PH2X200 SD-GT0870,1,"Rp27,000",27000,TEKNIK,TEKIRO,AHEN (TOPED),OBENG KETOK TEMBUS HIJAU,at-0303-2
2025-03-03,ONLINE 3,"SOCK DR 1/2"" TEKIRO 6PT 11MM SC-SC0377",1,"Rp16,700",16700,TEKNIK,TEKIRO,AHEN (TOPED),"SOCK DR 1/2""",at-0303-2
2025-03-03,ONLINE 3,"BATU POTONG WD 4""X1,2",60,"Rp2,800",168000,ACCESORIS PT,WD,AHEN (TOPED),BATU POTONG,at-0303-2
2025-03-03,ONLINE 3,JIG SAW MODERN M2200B,1,"Rp278,900",278900,POWER TOOLS PT,MODERN,AHEN (TOPED),JIG SAW,at-0303-2
2025-03-03,ONLINE 3,WD 40 MUP 333ML,5,"Rp75,000",375000,TEKNIK,WD-40,AHEN (TOPED),MUP,at-0303-2
2025-03-03,ONLINE 3,POLISHER MODERN M3200C,1,"Rp686,700",686700,POWER TOOLS,MODERN,AHEN (TOPED),POLISHER,at-0303-2
2025-03-03,ONLINE 3,C.LESS IMPACT DRIVER MAKITA TD 110 DWYE,1,"Rp1,469,700",1469700,POWER TOOLS,MAKITA,AHEN (TOPED),C.LESS IMPACT DRIVER,at-0303-2
2025-03-03,ONLINE 3,ACCU SPRAYER TOKUDA 12A,10,"Rp182,500",1825000,SPARE PART KANEDA,TOKUDA,AHEN (TOPED),ACCU SPRAYER,at-0303-2
2025-03-03,ONLINE 4,ACCU SPRAYER KANEDA 9A,1,"Rp189,550",189550,SPARE PART KANEDA,KANEDA,FEBRI (SHOPEE 2),ACCU SPRAYER,fs-0303-1
2025-03-03,ONLINE 4,MATA MITTERSAW ESSEN 10X120T (ALM)	,2,"Rp170,000",340000,ACCESORIS PT,ESSEN,FEBRI (SHOPEE 2),MATA MITTERSAW,fs-0303-1
2025-03-03,ONLINE 4,ROUTER MODERN M2800,1,"Rp838,500",838500,POWER TOOLS PT,MODERN,FEBRI (SHOPEE 2),ROUTER,fs-0303-1
2025-03-03,ONLINE 4,CARBON BRUSH MODERN CB 51,2,"Rp1,600",3200,SPARE PART PT,MODERN,FEBRI (SHOPEE),CARBON BRUSH,fs-0303-1
2025-03-03,ONLINE 4,QUICK COUPLING PLUG TEKIRO PM 20 AT-QC1104,1,"Rp7,600",7600,TEKNIK,TEKIRO,FEBRI (SHOPEE),QUICK COUPLING PLUG,fs-0303-2
2025-03-03,ONLINE 4,QUICK COUPLING PLUG TEKIRO PM 30 AT-QC1105,1,"Rp9,530",9530,TEKNIK,TEKIRO,FEBRI (SHOPEE),QUICK COUPLING PLUG,fs-0303-2
2025-03-03,ONLINE 4,"BATU POTONG WD 4""X1,2",5,"Rp2,800",14000,ACCESORIS PT,WD,FEBRI (SHOPEE),BATU POTONG,fs-0303-2
2025-03-03,ONLINE 4,QUICK COUPLING TEKIRO SF 20 (2 TOUCH) AT-QC1086,1,"Rp14,860",14860,TEKNIK,TEKIRO,FEBRI (SHOPEE),QUICK COUPLING,fs-0303-3
2025-03-03,ONLINE 4,QUICK COUPLING TEKIRO SM 20 (2 TOUCH) AT-QC1092,1,"Rp14,860",14860,TEKNIK,TEKIRO,FEBRI (SHOPEE),QUICK COUPLING,fs-0303-4
2025-03-03,ONLINE 4,QUICK COUPLING TEKIRO SH 30 (2 TOUCH) AT-QC1090,1,"Rp17,380",17380,TEKNIK,TEKIRO,FEBRI (SHOPEE),QUICK COUPLING,fs-0303-4
2025-03-03,ONLINE 4,CARBON BRUSH MODERN CB 51,10,"Rp1,600",16000,SPARE PART PT,MODERN,FEBRI (SHOPEE),CARBON BRUSH,fs-0303-5
2025-03-03,ONLINE 4,"BATU POTONG WD 4""X1,2",10,"Rp2,800",28000,ACCESORIS PT,WD,FEBRI (SHOPEE),BATU POTONG,fs-0303-5
2025-03-03,ONLINE 4,"TANG POTONG JETJO 7"" 400863",1,"Rp33,000",33000,TEKNIK,JETJO,FEBRI (SHOPEE),TANG POTONG,fs-0303-6
2025-03-03,ONLINE 4,"METERAN KARET MAGNET ATS 7,5MX25MM",1,"Rp33,500",33500,TEKNIK,ATS,FEBRI (SHOPEE),METERAN KARET MAGNET,fs-0303-6
2025-03-03,ONLINE 4,RANTAI OREGON POTONG 20LPX.43T,1,"Rp169,000",169000,ACCESORIS CHAINSAW,OREGON,FEBRI (SHOPEE),RANTAI,fs-0303-6
